web-scraper-order,web-scraper-start-url,Aire320,Aire320-href,Aircraft,Aircraft-href,RealArrivalTime
"1709744468-1","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","ARE4129","https://www.flightaware.com/live/flight/id/ARE4129-1709570865-schedule-999p%3a0","1h 11m"
"1709744473-2","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","AUA354","https://www.flightaware.com/live/flight/id/AUA354-1709570866-schedule-1343p%3a0","1h 25m"
"1709744479-3","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","FIN456","https://www.flightaware.com/live/flight/id/FIN456-1709571801-schedule-1757p%3a0","0h 45m"
"1709744485-4","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","BAW1448","https://www.flightaware.com/live/flight/id/BAW1448-1709735625-airline-458p%3a0","1h 25m"
"1709744499-5","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","ABQ470","https://www.flightaware.com/live/flight/id/ABQ470-1709575760-schedule-1272p%3a0","6h 00m"
"1709744508-6","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","EZS1453","https://www.flightaware.com/live/flight/id/EZS1453-1709618437-fa-976p%3a0","2h 20m"
"1709744516-7","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","AFR7309","https://www.flightaware.com/live/flight/id/AFR7309-1709571801-schedule-1649p%3a0","1h 35m"
"1709744521-8","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","FAD143","https://www.flightaware.com/live/flight/id/FAD143-1709570866-schedule-1479p%3a0","1h 35m"
"1709744530-9","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","HKE765","https://www.flightaware.com/live/flight/id/HKE765-1709571801-schedule-5549p%3a0","3h 05m"
"1709744538-10","https://www.flightaware.com/live/fleet/AFR/cancelled","A320","https://www.flightaware.com/live/aircrafttype/A320","EIN844","https://www.flightaware.com/live/flight/id/EIN844-1709571801-schedule-1487p%3a0","1h 25m"
